trans_id,trans_date,supplier,department,amount,payment_method,approver,is_urgent
TXN000627,2026-04-15 14:46:08,供应商M公司,采购部,6053.04,支票,李华,是
TXN000628,2026-03-06 14:52:54,供应商L公司,行政部,12080.77,银行转账,刘洋,否
TXN000629,2026-04-20 08:00:33,供应商A公司,采购部,13968.78,现金,王芳,否
TXN000630,2026-04-30 12:03:15,供应商T公司,财务部,32059.64,银行转账,王芳,否
TXN000631,2026-01-23 08:21:40,供应商M公司,行政部,3449.65,现金,王芳,是
TXN000632,2026-03-04 12:45:56,供应商Q公司,采购部,45416.93,银行转账,李华,是
TXN000633,2026-05-11 11:59:17,供应商G公司,市场部,11773.35,银行转账,李华,否
TXN000634,2026-01-15 08:06:21,供应商E公司,采购部,9494.76,支票,王芳,是
TXN000635,2026-01-15 13:21:38,供应商B公司,财务部,5945.06,支票,刘洋,是
TXN000636,2026-02-20 13:23:12,供应商N公司,市场部,3555.02,支票,赵强,否
TXN000637,2026-01-02 11:29:27,供应商T公司,采购部,25810.49,现金,刘洋,是
TXN000638,2026-01-15 10:17:28,供应商L公司,技术部,14166.77,银行转账,王芳,否
TXN000639,2026-03-16 09:30:57,供应商M公司,采购部,4760.13,支票,李华,是
TXN000640,2026-05-26 08:07:31,供应商M公司,技术部,4740.69,支票,李华,否
TXN000641,2026-06-22 13:37:03,供应商L公司,采购部,10212.55,现金,刘洋,是
TXN000642,2026-01-09 10:40:37,供应商A公司,技术部,50777.94,现金,赵强,是
TXN000643,2026-05-26 15:18:53,供应商L公司,财务部,10854.41,支票,刘洋,是
TXN000644,2026-06-12 10:12:33,供应商I公司,财务部,4013.77,银行转账,李华,是
TXN000645,2026-06-15 15:45:15,供应商R公司,市场部,10975.33,现金,刘洋,是
TXN000646,2026-01-14 09:55:59,供应商I公司,采购部,10740.97,银行转账,刘洋,否
TXN000647,2026-03-06 13:52:37,供应商L公司,财务部,1544.55,现金,李华,是
TXN000648,2026-02-25 16:50:07,供应商T公司,采购部,12791.86,银行转账,王芳,否
TXN000649,2026-04-21 09:46:04,供应商L公司,行政部,11106.13,支票,李华,是
TXN000650,2026-02-13 08:23:04,供应商N公司,行政部,23317.63,支票,李华,否
TXN000651,2026-01-22 11:11:48,供应商F公司,技术部,58639.56,银行转账,王芳,是
TXN000652,2026-06-23 09:44:42,供应商R公司,财务部,32900.79,支票,张明,是
TXN000653,2026-06-23 13:30:41,供应商A公司,技术部,10773.98,现金,张明,否
TXN000654,2026-02-11 15:32:11,供应商B公司,技术部,5512.53,支票,刘洋,否
TXN000655,2026-03-13 08:50:18,供应商M公司,财务部,104682.56,现金,王芳,是
TXN000656,2026-04-01 13:39:51,供应商Q公司,技术部,14007.87,银行转账,赵强,否
TXN000657,2026-02-16 17:15:54,供应商T公司,财务部,13509.43,现金,李华,否
TXN000658,2026-06-19 16:43:26,供应商E公司,市场部,13104.36,支票,张明,是
TXN000659,2026-01-13 12:57:15,供应商I公司,行政部,15653.78,银行转账,张明,是
TXN000660,2026-06-26 14:18:36,供应商L公司,市场部,11902.59,支票,赵强,是
TXN000661,2026-01-21 09:03:48,供应商Q公司,行政部,8442.81,现金,王芳,是
TXN000662,2026-06-12 13:34:05,供应商C公司,技术部,8625.8,支票,赵强,是
TXN000663,2026-06-22 14:31:15,供应商T公司,采购部,13014.21,现金,李华,否
TXN000664,2026-02-02 11:46:44,供应商H公司,采购部,8649.53,现金,王芳,是
TXN000665,2026-01-30 12:10:15,供应商F公司,财务部,754609.29,支票,刘洋,是
TXN000666,2026-03-06 10:57:32,供应商D公司,市场部,14547.06,现金,赵强,否
TXN000667,2026-01-05 16:36:22,供应商H公司,采购部,10894.55,银行转账,刘洋,是
TXN000668,2026-01-27 11:51:34,供应商Q公司,采购部,44497.77,现金,李华,是
TXN000669,2026-02-02 15:12:25,供应商I公司,财务部,1602.35,现金,赵强,是
TXN000670,2026-05-22 16:36:22,供应商J公司,采购部,31990.86,银行转账,赵强,否
TXN000671,2026-06-18 17:55:19,供应商P公司,财务部,36201.95,银行转账,赵强,是
TXN000672,2026-06-04 15:10:45,供应商S公司,财务部,2543.48,现金,刘洋,否
TXN000673,2026-05-14 11:05:11,供应商K公司,市场部,10156.3,现金,刘洋,是
TXN000674,2026-01-22 09:58:24,供应商A公司,财务部,9925.35,现金,刘洋,否
TXN000675,2026-01-30 09:00:20,供应商T公司,采购部,4332.89,银行转账,赵强,是
TXN000676,2026-06-02 13:05:26,供应商R公司,技术部,744087.66,银行转账,张明,否
TXN000677,2026-01-26 15:22:35,供应商T公司,技术部,708524.15,银行转账,赵强,否
TXN000678,2026-03-25 15:04:51,供应商H公司,市场部,54274.86,支票,王芳,是
TXN000679,2026-02-25 08:07:06,供应商T公司,技术部,28241.36,支票,王芳,是
TXN000680,2026-01-02 09:29:22,供应商A公司,技术部,36947.16,现金,张明,是
TXN000681,2026-05-08 10:24:21,供应商G公司,行政部,23797.54,支票,王芳,是
TXN000682,2026-02-19 14:00:51,供应商I公司,技术部,5414.08,支票,刘洋,否
TXN000683,2026-05-13 11:51:08,供应商M公司,财务部,8781.34,支票,刘洋,否
TXN000684,2026-02-19 14:41:22,供应商J公司,技术部,19761.67,支票,赵强,是
TXN000685,2026-06-16 08:35:01,供应商D公司,财务部,5025.59,支票,李华,是
TXN000686,2026-04-30 13:33:56,供应商B公司,财务部,23632.99,支票,张明,是
TXN000687,2026-01-29 13:16:46,供应商P公司,技术部,11023.0,支票,张明,是
TXN000688,2026-02-13 09:31:27,供应商L公司,采购部,9898.55,现金,张明,否
TXN000689,2026-04-30 13:17:13,供应商Q公司,行政部,23594.48,现金,刘洋,是
TXN000690,2026-06-09 14:32:34,供应商F公司,市场部,19061.21,支票,张明,是
TXN000691,2026-06-15 11:55:56,供应商Q公司,行政部,10008.87,银行转账,张明,是
TXN000692,2026-01-08 08:03:25,供应商L公司,财务部,33774.58,现金,张明,是
TXN000693,2026-06-01 17:32:20,供应商M公司,行政部,5625.97,现金,赵强,否
TXN000694,2026-01-14 15:46:45,供应商C公司,技术部,21867.32,支票,刘洋,否
TXN000695,2026-06-08 16:34:29,供应商I公司,财务部,21471.48,现金,李华,否
TXN000696,2026-04-09 15:14:25,供应商D公司,技术部,10429.18,银行转账,刘洋,否
TXN000697,2026-02-20 08:56:17,供应商R公司,技术部,17342.34,支票,赵强,否
TXN000698,2026-04-20 16:33:21,供应商P公司,财务部,4910.39,支票,赵强,否
TXN000699,2026-06-24 10:06:13,供应商S公司,采购部,27979.34,支票,张明,否
TXN000700,2026-01-14 10:49:32,供应商M公司,财务部,11522.75,现金,李华,否
TXN000701,2026-04-15 08:19:07,供应商A公司,行政部,8793.97,银行转账,王芳,是
TXN000702,2026-05-26 17:36:20,供应商K公司,采购部,30921.51,现金,李华,否
TXN000703,2026-04-22 17:41:40,供应商I公司,财务部,7604.73,现金,李华,否
TXN000704,2026-02-17 08:03:54,供应商I公司,财务部,4329.6,银行转账,李华,是
TXN000705,2026-06-12 17:36:08,供应商T公司,行政部,3845.65,银行转账,张明,是
TXN000706,2026-01-16 13:46:42,供应商P公司,技术部,21694.37,银行转账,刘洋,是
TXN000707,2026-03-03 13:56:57,供应商P公司,技术部,4796.57,支票,赵强,是
TXN000708,2026-05-29 17:43:14,供应商Q公司,行政部,54384.55,支票,李华,是
TXN000709,2026-04-13 10:06:17,供应商N公司,市场部,2526.16,现金,张明,否
TXN000710,2026-06-17 09:45:18,供应商F公司,市场部,51904.72,银行转账,刘洋,否
TXN000711,2026-03-03 15:02:29,供应商A公司,采购部,15816.58,现金,李华,否
TXN000712,2026-03-05 12:38:33,供应商L公司,技术部,12365.05,支票,李华,否
TXN000713,2026-02-16 09:08:54,供应商I公司,市场部,8639.2,现金,王芳,否
TXN000714,2026-03-24 15:43:01,供应商G公司,市场部,847185.91,现金,王芳,否
TXN000715,2026-02-24 15:10:05,供应商O公司,财务部,12963.49,现金,李华,是
TXN000716,2026-06-08 10:24:12,供应商D公司,行政部,32294.15,银行转账,刘洋,否
TXN000717,2026-06-16 14:41:16,供应商M公司,财务部,14638.09,银行转账,李华,否
TXN000718,2026-02-04 15:02:58,供应商N公司,市场部,15066.69,银行转账,刘洋,否
TXN000719,2026-04-20 11:45:18,供应商S公司,采购部,9987.71,支票,张明,是
TXN000720,2026-06-08 08:40:01,供应商I公司,市场部,12764.76,现金,张明,否
TXN000721,2026-03-12 10:12:17,供应商L公司,技术部,17089.87,现金,王芳,否
TXN000722,2026-03-10 12:12:00,供应商T公司,财务部,3401.14,现金,刘洋,是
TXN000723,2026-02-25 14:22:22,供应商L公司,行政部,4543.49,现金,刘洋,否
TXN000724,2026-01-16 13:24:19,供应商M公司,技术部,24212.18,支票,赵强,是
TXN000725,2026-05-05 17:19:19,供应商K公司,市场部,15316.6,现金,刘洋,否
TXN000726,2026-06-26 11:16:00,供应商C公司,采购部,11531.22,银行转账,王芳,是
TXN000727,2026-05-06 12:15:36,供应商M公司,行政部,639841.48,支票,王芳,否
TXN000728,2026-05-22 15:39:55,供应商H公司,行政部,17642.49,现金,张明,是
TXN000729,2026-02-02 17:51:32,供应商M公司,采购部,8674.93,银行转账,张明,否
TXN000730,2026-01-06 10:52:09,供应商M公司,技术部,7167.82,银行转账,张明,否
TXN000731,2026-05-01 08:33:53,供应商E公司,采购部,15625.76,现金,赵强,否
TXN000732,2026-02-18 08:57:04,供应商J公司,市场部,6107.68,现金,李华,是
TXN000733,2026-04-13 14:47:49,供应商F公司,采购部,18519.92,银行转账,王芳,否
TXN000734,2026-06-19 10:40:48,供应商R公司,行政部,3421.84,现金,赵强,是
TXN000735,2026-02-04 17:03:01,供应商S公司,技术部,30434.27,支票,刘洋,否
TXN000736,2026-05-05 13:37:16,供应商R公司,行政部,19498.21,支票,赵强,是
TXN000737,2026-03-13 08:40:25,供应商N公司,行政部,16396.51,银行转账,王芳,是
TXN000738,2026-01-01 08:25:49,供应商Q公司,财务部,29323.74,支票,王芳,否
TXN000739,2026-06-29 09:14:36,供应商P公司,市场部,50634.05,支票,张明,否
TXN000740,2026-01-02 17:38:17,供应商R公司,行政部,30076.4,银行转账,赵强,否
TXN000741,2026-01-16 17:08:38,供应商N公司,财务部,3063.46,现金,刘洋,否
TXN000742,2026-02-25 14:41:25,供应商R公司,行政部,4799.84,支票,李华,是
TXN000743,2026-02-26 13:36:42,供应商D公司,市场部,8104.26,现金,赵强,否
TXN000744,2026-03-04 14:18:29,供应商A公司,财务部,13641.51,银行转账,刘洋,是
TXN000745,2026-02-06 10:31:55,供应商D公司,行政部,20213.93,支票,李华,否
TXN000746,2026-05-22 12:33:52,供应商A公司,财务部,7475.64,银行转账,李华,是
TXN000747,2026-02-12 12:10:11,供应商K公司,市场部,15512.69,支票,赵强,否
TXN000748,2026-01-14 22:26:00,供应商B公司,行政部,7300.47,银行转账,李华,是
TXN000749,2026-03-18 12:49:04,供应商C公司,技术部,8190.95,支票,李华,是
TXN000750,2026-03-16 10:16:46,供应商A公司,采购部,4335.84,现金,李华,否
TXN000751,2026-01-19 13:53:12,供应商Q公司,财务部,6383.13,支票,赵强,否
TXN000752,2026-05-22 17:49:50,供应商B公司,技术部,4530.79,现金,张明,否
TXN000753,2026-06-22 16:08:27,供应商B公司,财务部,6119.9,银行转账,李华,否
TXN000754,2026-03-05 08:20:32,供应商A公司,财务部,31036.32,支票,刘洋,是
TXN000755,2026-06-03 13:40:35,供应商H公司,采购部,6250.9,银行转账,刘洋,否
TXN000756,2026-02-18 15:07:47,供应商F公司,市场部,109744.0,银行转账,刘洋,否
TXN000757,2026-03-11 08:49:56,供应商E公司,技术部,19824.11,银行转账,李华,否
TXN000758,2026-06-03 10:57:52,供应商L公司,市场部,15488.74,现金,李华,是
TXN000759,2026-01-27 11:53:50,供应商I公司,采购部,6723.16,支票,赵强,否
TXN000760,2026-04-16 17:19:26,供应商P公司,财务部,23394.31,现金,李华,否
TXN000761,2026-04-27 14:03:02,供应商R公司,财务部,8429.47,银行转账,刘洋,是
TXN000762,2026-02-27 17:56:04,供应商I公司,技术部,14729.5,支票,赵强,是
TXN000763,2026-04-09 13:56:02,供应商M公司,财务部,103576.69,银行转账,刘洋,否
TXN000764,2026-02-16 16:49:33,供应商K公司,采购部,12371.52,现金,刘洋,否
TXN000765,2026-04-30 08:58:11,供应商J公司,行政部,33503.95,支票,王芳,是
TXN000766,2026-06-12 12:16:59,供应商E公司,财务部,7611.83,银行转账,李华,是
TXN000767,2026-01-20 12:13:30,供应商B公司,技术部,12990.96,现金,赵强,否
TXN000768,2026-04-13 10:30:18,供应商T公司,技术部,55085.43,支票,张明,否
TXN000769,2026-05-20 17:24:03,供应商C公司,采购部,8090.34,银行转账,赵强,是
TXN000770,2026-05-05 09:34:03,供应商B公司,行政部,56951.7,现金,赵强,否
TXN000771,2026-06-04 13:28:16,供应商B公司,技术部,23534.0,支票,刘洋,是
TXN000772,2026-06-12 08:50:56,供应商J公司,采购部,8518.76,银行转账,刘洋,是
TXN000773,2026-04-14 13:43:12,供应商M公司,财务部,22157.39,银行转账,刘洋,是
TXN000774,2026-05-05 08:12:17,供应商S公司,行政部,29086.91,现金,赵强,否
TXN000775,2026-01-21 13:09:08,供应商F公司,财务部,21970.33,现金,赵强,否
TXN000776,2026-03-10 17:56:57,供应商K公司,技术部,3804.04,支票,王芳,否
TXN000777,2026-05-29 17:21:26,供应商N公司,行政部,7467.31,现金,李华,是
TXN000778,2026-02-19 16:08:28,供应商L公司,市场部,10959.75,支票,赵强,是
TXN000779,2026-05-22 08:51:54,供应商B公司,行政部,12587.42,现金,张明,是
TXN000780,2026-01-02 14:36:46,供应商J公司,财务部,21950.33,银行转账,王芳,是
TXN000781,2026-04-10 14:41:52,供应商R公司,技术部,15400.59,现金,李华,是
TXN000782,2026-01-08 15:51:50,供应商O公司,行政部,4590.41,银行转账,李华,否
TXN000783,2026-03-13 14:43:48,供应商S公司,财务部,18108.89,银行转账,王芳,否
TXN000784,2026-02-12 13:19:52,供应商C公司,行政部,21773.93,支票,李华,否
TXN000785,2026-06-10 16:03:55,供应商S公司,采购部,20906.85,现金,王芳,是
TXN000786,2026-03-16 10:08:01,供应商C公司,采购部,31717.52,支票,王芳,否
TXN000787,2026-05-26 12:26:06,供应商T公司,采购部,26033.46,现金,赵强,是
TXN000788,2026-03-04 08:07:22,供应商R公司,技术部,19290.04,银行转账,王芳,是
TXN000789,2026-01-07 22:20:00,供应商O公司,技术部,12630.47,现金,刘洋,是
TXN000790,2026-02-13 10:59:38,供应商N公司,行政部,3537.7,支票,李华,是
TXN000791,2026-04-03 17:38:36,供应商S公司,采购部,18839.19,现金,赵强,否
TXN000792,2026-03-19 17:16:14,供应商Q公司,市场部,15774.5,现金,李华,是
TXN000793,2026-02-17 09:16:12,供应商C公司,行政部,16601.74,支票,王芳,是
TXN000794,2026-03-24 13:50:32,供应商L公司,行政部,4810.72,银行转账,王芳,否
TXN000795,2026-05-08 14:25:52,供应商A公司,行政部,5626.0,银行转账,王芳,否
TXN000796,2026-01-29 15:33:48,供应商O公司,采购部,31024.18,银行转账,李华,否
TXN000797,2026-05-28 11:17:43,供应商C公司,采购部,12943.59,现金,张明,是
TXN000798,2026-06-09 14:06:04,供应商J公司,采购部,23044.92,支票,张明,否
TXN000799,2026-02-11 11:24:37,供应商G公司,技术部,13665.84,现金,王芳,否
TXN000800,2026-04-24 12:59:59,供应商Q公司,采购部,13681.57,支票,李华,是
TXN000801,2026-04-01 16:21:15,供应商T公司,行政部,71247.13,支票,刘洋,否
TXN000802,2026-01-26 17:49:38,供应商L公司,技术部,12778.67,支票,刘洋,否
TXN000803,2026-04-02 15:12:55,供应商I公司,行政部,14438.62,银行转账,刘洋,是
TXN000804,2026-03-08 09:31:45,供应商F公司,技术部,31040.3,支票,王芳,是
TXN000805,2026-05-22 12:32:27,供应商I公司,采购部,8739.42,银行转账,李华,否
TXN000806,2026-01-07 10:52:09,供应商M公司,技术部,7167.82,银行转账,张明,否
TXN000807,2026-04-15 11:13:37,供应商F公司,采购部,24119.44,现金,张明,是
TXN000808,2026-02-21 08:13:28,供应商T公司,行政部,20411.29,现金,王芳,否
TXN000809,2026-04-01 10:00:00,供应商K公司,采购部,7197.61,银行转账,张明,否
TXN000810,2026-04-02 10:00:00,供应商K公司,采购部,3727.61,银行转账,张明,否
TXN000811,2026-04-03 10:00:00,供应商K公司,采购部,3147.42,银行转账,张明,否
TXN000812,2026-04-04 10:00:00,供应商K公司,采购部,4593.44,银行转账,张明,否
TXN000813,2026-04-05 10:00:00,供应商K公司,采购部,7864.48,银行转账,张明,否
TXN000814,2026-04-06 10:00:00,供应商K公司,采购部,7805.98,银行转账,张明,否
